Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean
G11,FAM,PfVarATS,Unkn,2751,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,2752,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,2753,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,2754,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,2756,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,2758,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,1045,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,1046,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,1048,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,1049,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,1050,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,1051,40.5862723,NaN,40.5862723
A09,FAM,PfVarATS,Unkn,1053,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,1054,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,1055,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,4949,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,4952,36.75670493,NaN,36.75670493
B06,FAM,PfVarATS,Unkn,4953,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,4954,36.23721465,NaN,36.23721465
B08,FAM,PfVarATS,Unkn,4955,36.28409308,NaN,36.28409308
C01,FAM,PfVarATS,Unkn,4960,36.59972141,NaN,36.59972141
C03,FAM,PfVarATS,Unkn,4962,41.58056496,NaN,41.58056496
C05,FAM,PfVarATS,Unkn,4964,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,4971,37.09476848,NaN,37.09476848
D02,FAM,PfVarATS,Unkn,4973,36.39079124,NaN,36.39079124
D03,FAM,PfVarATS,Unkn,4974,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,4976,36.84997051,NaN,36.84997051
D08,FAM,PfVarATS,Unkn,4979,36.36992288,NaN,36.36992288
E09,FAM,PfVarATS,Unkn,4992,38.67523225,NaN,38.67523225
F03,FAM,PfVarATS,Unkn,4998,36.36992684,NaN,36.36992684
F08,FAM,PfVarATS,Unkn,5003,36.46378909,NaN,36.46378909
F09,FAM,PfVarATS,Unkn,5004,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,5006,38.49696387,NaN,38.49696387
G01,FAM,PfVarATS,Unkn,5008,37.7608607,NaN,37.7608607
G04,FAM,PfVarATS,Unkn,5011,36.13506844,NaN,36.13506844
G09,FAM,PfVarATS,Unkn,5016,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,5018,36.95597395,NaN,36.95597395
H01,FAM,PfVarATS,Unkn,5020,39.0869566,NaN,39.0869566
H06,FAM,PfVarATS,Unkn,5025,NaN,NaN,0
